lon,lat,elevation
7.64554,45.97663,3264
7.64597,45.97663,3303
7.64640,45.97663,3343
7.62451,45.97633,3015
7.62494,45.97633,3007
7.62537,45.97633,3002
7.62580,45.97633,3003
7.62623,45.97633,3012
7.62666,45.97633,3025
7.62709,45.97633,3039
7.62752,45.97633,3048
7.62794,45.97633,3056
7.62837,45.97633,3064
7.62880,45.97633,3072
7.62923,45.97633,3076
7.62966,45.97633,3074
7.63009,45.97633,3076
7.63052,45.97633,3063
7.63095,45.97633,3054
7.63138,45.97633,3043
7.63181,45.97633,3034
7.63224,45.97633,3028
7.63267,45.97633,3022
7.63309,45.97633,3016
7.63352,45.97633,3009
7.63395,45.97633,3002
7.63438,45.97633,2995
7.63481,45.97633,2990
7.63524,45.97633,2986
7.63567,45.97633,2983
7.63610,45.97633,2983
7.63653,45.97633,2981
7.63696,45.97633,2979
7.63739,45.97633,2977
7.63782,45.97633,2978
7.63824,45.97633,2977
7.63867,45.97633,2976
7.63910,45.97633,2974
7.63953,45.97633,2972
7.63996,45.97633,2970
7.64039,45.97633,2974
7.64082,45.97633,2981
7.64125,45.97633,2988
7.64168,45.97633,2992
7.64211,45.97633,3005
7.64254,45.97633,3010
7.64297,45.97633,3015
7.64339,45.97633,3023
7.64382,45.97633,3094
7.64425,45.97633,3162
7.64468,45.97633,3208
7.64511,45.97633,3248
7.64554,45.97633,3287
7.64597,45.97633,3329
7.64640,45.97633,3371
7.62451,45.97603,3046
7.62494,45.97603,3034
7.62537,45.97603,3028
7.62580,45.97603,3030
7.62623,45.97603,3040
7.62666,45.97603,3059
7.62709,45.97603,3075
7.62752,45.97603,3084
7.62794,45.97603,3091
7.62837,45.97603,3100
7.62880,45.97603,3107
7.62923,45.97603,3109
7.62966,45.97603,3104
7.63009,45.97603,3096
7.63052,45.97603,3085
7.63095,45.97603,3073
7.63138,45.97603,3058
7.63181,45.97603,3047
7.63224,45.97603,3038
7.63267,45.97603,3031
7.63309,45.97603,3023
7.63352,45.97603,3015
7.63395,45.97603,3008
7.63438,45.97603,3001
7.63481,45.97603,2994
7.63524,45.97603,2989
7.63567,45.97603,2986
7.63610,45.97603,2985
7.63653,45.97603,2984
7.63696,45.97603,2981
7.63739,45.97603,2977
7.63782,45.97603,2974
7.63824,45.97603,2972
7.63867,45.97603,2970
7.63910,45.97603,2977
7.63953,45.97603,2980
7.63996,45.97603,2983
7.64039,45.97603,2989
7.64082,45.97603,2997
7.64125,45.97603,2984
7.64168,45.97603,2989
7.64211,45.97603,2999
7.64254,45.97603,3007
7.64297,45.97603,3020
7.64339,45.97603,3023
7.64382,45.97603,3104
7.64425,45.97603,3180
7.64468,45.97603,3231
7.64511,45.97603,3272
7.64554,45.97603,3315
7.64597,45.97603,3355
7.64640,45.97603,3399
7.62451,45.97573,3074
7.62494,45.97573,3060
7.62537,45.97573,3056
7.62580,45.97573,3060
7.62623,45.97573,3071
7.62666,45.97573,3087
7.62709,45.97573,3093
7.62752,45.97573,3110
7.62794,45.97573,3124
7.62837,45.97573,3133
7.62880,45.97573,3138
7.62923,45.97573,3138
7.62966,45.97573,3133
7.63009,45.97573,3122
7.63052,45.97573,3107
7.63095,45.97573,3092
7.63138,45.97573,3076
7.63181,45.97573,3062
7.63224,45.97573,3050
7.63267,45.97573,3039
7.63309,45.97573,3030
7.63352,45.97573,3021
7.63395,45.97573,3014
7.63438,45.97573,3007
7.63481,45.97573,3001
7.63524,45.97573,2996
7.63567,45.97573,2991
7.63610,45.97573,2988
7.63653,45.97573,2987
