h3,storms,max_wind,basin
833cf4fffffffff,5,40,NI
83486efffffffff,5,35,EP
83486afffffffff,5,55,EP
834469fffffffff,5,50,NA
833350fffffffff,5,93,WP
83338cfffffffff,5,0,WP
835a2efffffffff,5,35,WP
834005fffffffff,5,0,WP
835bb1fffffffff,5,63,EP
8373a6fffffffff,5,20,WP
83720efffffffff,5,15,WP
833283fffffffff,5,40,WP
8364abfffffffff,5,100,NI
836d8bfffffffff,5,33,EP
83ae24fffffffff,5,105,SI
83ae20fffffffff,5,45,SI
833cc3fffffffff,5,50,NI
83878efffffffff,5,45,SI
8377a4fffffffff,5,25,WP
83942efffffffff,5,30,SI
839423fffffffff,5,35,SI
838dacfffffffff,5,35,SI
83af58fffffffff,5,105,SI
83af53fffffffff,5,50,SI
83ccc5fffffffff,5,40,SI
83bc86fffffffff,5,113,SI
83a74efffffffff,5,48,SI
83be91fffffffff,5,55,SP
83be8cfffffffff,5,45,SP
83afb1fffffffff,5,55,SI
83beb0fffffffff,5,68,SP
8363a3fffffffff,5,115,NI
836493fffffffff,5,25,NI
8330a3fffffffff,5,25,WP
8330a5fffffffff,5,35,WP
833db3fffffffff,5,25,NI
831a19fffffffff,5,65,NA
831a08fffffffff,5,60,NA
8350f5fffffffff,5,35,EP
834862fffffffff,5,70,EP
831ab2fffffffff,5,60,NA
835ad2fffffffff,5,90,WP
835494fffffffff,5,30,NA
83574efffffffff,5,50,NA
835771fffffffff,5,80,NA
83570efffffffff,5,50,NA
834985fffffffff,5,55,EP
8344b6fffffffff,5,95,NA
834490fffffffff,5,105,NA
836015fffffffff,5,20,NI
836056fffffffff,5,40,NI
836348fffffffff,5,43,NI
83635bfffffffff,5,55,NI
83622bfffffffff,5,58,NI
83621dfffffffff,5,60,NI
836213fffffffff,5,60,NI
8362a0fffffffff,5,60,NI
8362a6fffffffff,5,60,NI
837a92fffffffff,5,55,NI
83aa86fffffffff,5,53,SI
835edbfffffffff,5,115,NA
839a4bfffffffff,5,28,SP
839eabfffffffff,5,80,SP
83cb73fffffffff,5,36,SI
839b18fffffffff,5,108,SP
839b40fffffffff,5,98,SP
83b408fffffffff,5,65,SP
83bae5fffffffff,5,73,SP
83aa90fffffffff,5,40,SI
838976fffffffff,5,95,SP
83b4cafffffffff,5,60,SP
83b575fffffffff,5,40,SP
83a7aefffffffff,5,30,SI
83b85bfffffffff,5,40,SI
83cb1dfffffffff,5,52,SI
838d12fffffffff,5,45,SI
83baf4fffffffff,5,70,SP
833cc5fffffffff,5,50,NI
832b2dfffffffff,5,58,NA
83302cfffffffff,5,53,WP
832a8efffffffff,5,30,NA
832a81fffffffff,5,50,NA
832ed4fffffffff,5,50,WP
831695fffffffff,5,0,WP
8350f2fffffffff,5,30,EP
83359efffffffff,5,75,NA
8335aafffffffff,5,55,NA
833015fffffffff,5,40,WP
833172fffffffff,5,30,WP
831714fffffffff,5,0,WP
837125fffffffff,5,65,EP
837124fffffffff,5,115,EP
8350f1fffffffff,5,35,EP
83710bfffffffff,5,25,EP
835a12fffffffff,5,138,WP
835a8afffffffff,5,110,WP
833304fffffffff,5,100,WP
83331efffffffff,5,80,WP
8333adfffffffff,5,78,WP
833381fffffffff,5,68,WP
83339cfffffffff,5,63,WP
83236dfffffffff,5,0,EP
8326e9fffffffff,5,35,NA
835714fffffffff,5,63,NA
833a72fffffffff,5,60,NA
833a2bfffffffff,5,103,NA
834d03fffffffff,5,105,NA
832a14fffffffff,5,75,NA
831b83fffffffff,5,55,NA
831a36fffffffff,5,73,NA
831b5cfffffffff,5,55,NA
831b6cfffffffff,5,50,NA
833d86fffffffff,5,25,NI
833d80fffffffff,5,30,NI
833d85fffffffff,5,25,NI
834802fffffffff,5,75,EP
837200fffffffff,5,25,WP
833c94fffffffff,5,68,NI
836833fffffffff,5,45,WP
835cb0fffffffff,5,35,EP
8346e0fffffffff,5,90,EP
834cf4fffffffff,5,80,NA
83869afffffffff,5,23,NI
83aa5afffffffff,5,65,SI
83aac1fffffffff,5,50,SI
839d52fffffffff,5,40,SP
839d5cfffffffff,5,50,SP
839d55fffffffff,5,30,SP
8377a5fffffffff,5,25,WP
83725cfffffffff,5,55,WP
83aa50fffffffff,5,90,SI
83aae6fffffffff,5,30,SI
83b58cfffffffff,5,55,SP
83a620fffffffff,5,40,SI
83bcb0fffffffff,5,85,SI
83bd9bfffffffff,5,100,SI
83bda2fffffffff,5,75,SI
83a6c5fffffffff,5,75,SI
83ba12fffffffff,5,50,SP
83a62bfffffffff,5,110,SI
83bcb1fffffffff,5,108,SI
83cba0fffffffff,5,50,SI
83aa89fffffffff,5,45,SI
83aad6fffffffff,5,40,SI
83aadafffffffff,5,40,SI
83a706fffffffff,5,68,SI
839ed2fffffffff,5,61,SP
839ed0fffffffff,5,63,SP
839ed1fffffffff,5,63,SP
839eddfffffffff,5,55,SP
83265afffffffff,5,25,NA
832658fffffffff,5,25,NA
8346c5fffffffff,5,108,EP
834d02fffffffff,5,80,NA
83845bfffffffff,5,45,SI
837923fffffffff,5,85,EP
834fb2fffffffff,5,130,WP
83421bfffffffff,5,45,NI
833ad0fffffffff,5,60,NA
832e9dfffffffff,5,38,WP
831786fffffffff,5,0,WP
83480afffffffff,5,53,EP
837e99fffffffff,5,25,WP
835b25fffffffff,5,20,WP
837ed0fffffffff,5,20,WP
83636bfffffffff,5,78,NI
837e8afffffffff,5,25,WP
839b9bfffffffff,5,60,SP
83b4f1fffffffff,5,65,SP
83b4a6fffffffff,5,50,SP
83aa91fffffffff,5,55,SI
839b82fffffffff,5,140,SP
839d59fffffffff,5,23,SP
83aa99fffffffff,5,36,SI
83ccd8fffffffff,5,43,SI
83b8cdfffffffff,5,35,SI
839b9dfffffffff,5,75,SP
83b454fffffffff,5,80,SP
838965fffffffff,5,85,SP
83b411fffffffff,5,48,SP
83aa76fffffffff,5,55,SI
839cc3fffffffff,5,35,SP
839ccefffffffff,5,35,SP
83b41dfffffffff,5,45,SP
83cb53fffffffff,5,40,SI
839e83fffffffff,5,33,SP
839e8dfffffffff,5,30,SP
834c13fffffffff,5,130,NA
8364f5fffffffff,5,50,NI
834292fffffffff,5,58,NI
836366fffffffff,5,50,NI
836364fffffffff,5,55,NI
836365fffffffff,5,50,NI
83429bfffffffff,5,68,NI
83428efffffffff,5,63,NI
834288fffffffff,5,50,NI
8342aafffffffff,5,80,NI
8342a3fffffffff,5,135,NI
835b0dfffffffff,5,38,WP
836d55fffffffff,5,45,EP
831acefffffffff,5,65,NA
8318f3fffffffff,5,60,NA
83676cfffffffff,5,120,NA
836763fffffffff,5,120,NA
836771fffffffff,5,135,NA
836772fffffffff,5,120,NA
836718fffffffff,5,150,NA
833515fffffffff,5,70,NA
835bb6fffffffff,5,65,EP
834692fffffffff,5,90,EP
835a92fffffffff,5,100,EP
83330efffffffff,5,100,WP
832e73fffffffff,5,63,WP
836098fffffffff,5,25,NI
833c12fffffffff,5,30,NI
838653fffffffff,5,35,SI
837661fffffffff,5,38,WP
8397b1fffffffff,5,59,SI
836026fffffffff,5,63,NI
83602afffffffff,5,70,NI
83600cfffffffff,5,45,NI
836009fffffffff,5,38,NI
83609cfffffffff,5,43,NI
839d9efffffffff,5,55,SP
837f02fffffffff,5,43,SP
83ba56fffffffff,5,83,SP
83bb59fffffffff,5,50,SP
83bb4afffffffff,5,50,SP
83b598fffffffff,5,50,SP
83b512fffffffff,5,45,SP
83ba2afffffffff,5,63,SP
83ba31fffffffff,5,70,SP
83ba35fffffffff,5,70,SP
83bba2fffffffff,5,45,SP
83ae48fffffffff,5,30,SI
83b84bfffffffff,5,38,SI
83b872fffffffff,5,33,SI
8360f3fffffffff,5,68,NI
8360d0fffffffff,5,43,NI
8350e4fffffffff,5,43,EP
831654fffffffff,5,0,WP
835d1cfffffffff,5,70,EP
834c8afffffffff,5,43,NA
8344d8fffffffff,5,70,NA
832a34fffffffff,5,60,NA
83479cfffffffff,5,90,EP
833330fffffffff,5,103,WP
833516fffffffff,5,55,NA
8348a6fffffffff,5,43,NA
836745fffffffff,5,50,NA
836746fffffffff,5,50,NA
836d63fffffffff,5,55,EP
8364f0fffffffff,5,120,NI
833cd8fffffffff,5,100,NI
83bb4dfffffffff,5,55,SP
8346ecfffffffff,5,50,EP
8346e5fffffffff,5,83,EP
835a5afffffffff,5,50,WP
83aaa9fffffffff,5,54,SI
83b54cfffffffff,5,35,SP
83b4e5fffffffff,5,65,SP
83a75cfffffffff,5,90,SI
839d9afffffffff,5,35,SP
83b85cfffffffff,5,40,SI
839d8bfffffffff,5,55,SP
839ef0fffffffff,5,40,SP
8349b0fffffffff,5,85,EP
834fabfffffffff,5,115,WP
833a9dfffffffff,5,98,NA
831a04fffffffff,5,80,NA
831611fffffffff,5,0,WP
832ea1fffffffff,5,40,WP
8354b1fffffffff,5,35,NA
83575cfffffffff,5,75,NA
835742fffffffff,5,80,NA
835751fffffffff,5,40,NA
835719fffffffff,5,45,NA
8335b4fffffffff,5,80,NA
831b4afffffffff,5,65,NA
831a43fffffffff,5,65,NA
832b9dfffffffff,5,38,NA
8330ecfffffffff,5,45,WP
835a73fffffffff,5,125,WP
8384e4fffffffff,5,25,SI
836516fffffffff,5,30,WP
8365a9fffffffff,5,70,WP
836436fffffffff,5,95,WP
83af54fffffffff,5,50,SI
83ba6cfffffffff,5,55,SP
83a633fffffffff,5,88,SI
839a53fffffffff,5,98,SP
839aecfffffffff,5,70,SP
838955fffffffff,5,50,SP
838971fffffffff,5,105,SP
839ed4fffffffff,5,40,SP
83bf95fffffffff,5,50,SP
83aadcfffffffff,5,28,SI
83af0bfffffffff,5,110,SI
83ae32fffffffff,5,78,SI
836809fffffffff,5,53,WP
838453fffffffff,5,30,SI
835e31fffffffff,5,50,NA
835e04fffffffff,5,115,NA
835e2efffffffff,5,50,NA
831672fffffffff,5,0,WP
831675fffffffff,5,0,WP
830c96fffffffff,5,0,EP
8357b5fffffffff,5,50,NA
833a52fffffffff,5,55,NA
8335abfffffffff,5,55,NA
833519fffffffff,5,55,NA
83498dfffffffff,5,60,NA
835b9cfffffffff,5,100,EP
835b83fffffffff,5,130,EP
835b8afffffffff,5,140,WP
835a10fffffffff,5,130,WP
835a19fffffffff,5,140,WP
836092fffffffff,5,25,NI
8357b0fffffffff,5,95,NA
833ae8fffffffff,5,55,NA
83226afffffffff,5,50,WP
8384e1fffffffff,5,30,SI
833a5efffffffff,5,40,NA
834cb5fffffffff,5,128,NA
83179dfffffffff,5,0,WP
835b03fffffffff,5,30,WP
83aa92fffffffff,5,35,SI
839c6efffffffff,5,45,SP
839c68fffffffff,5,68,SP
8394dcfffffffff,5,20,SI
839475fffffffff,5,30,SI
833cc1fffffffff,5,98,NI
83b464fffffffff,5,40,SP
834031fffffffff,5,25,WP
835d13fffffffff,5,55,EP
832b06fffffffff,5,60,NA
832b31fffffffff,5,55,NA
833529fffffffff,5,65,NA
8334a4fffffffff,5,93,NA
833431fffffffff,5,75,NA
83234dfffffffff,5,55,EP
833588fffffffff,5,65,NA
833426fffffffff,5,48,NA
8360b4fffffffff,5,65,NI
837b21fffffffff,5,50,SI
835b22fffffffff,5,30,WP
836010fffffffff,5,30,NI
839eb1fffffffff,5,85,SP
833390fffffffff,5,50,EP
83d4d8fffffffff,5,50,SP
838970fffffffff,5,100,SP
835b29fffffffff,5,50,WP
83ba1dfffffffff,5,60,SP
83ba02fffffffff,5,35,SP
83bb08fffffffff,5,55,SP
839d22fffffffff,5,115,SP
83af11fffffffff,5,90,SI
83bb93fffffffff,5,40,SP
834d74fffffffff,5,75,NA
836358fffffffff,5,35,NI
836351fffffffff,5,48,NI
83504dfffffffff,5,55,EP
8336c9fffffffff,5,65,EP
8346cefffffffff,5,103,EP
832eaefffffffff,5,50,WP
835a4bfffffffff,5,90,WP
834458fffffffff,5,30,NA
83445afffffffff,5,45,NA
833084fffffffff,5,55,WP
833143fffffffff,5,40,WP
8317a0fffffffff,5,0,WP
835da6fffffffff,5,125,EP
83466afffffffff,5,100,EP
83351bfffffffff,5,55,NA
83166cfffffffff,5,0,EP
8334a2fffffffff,5,80,NA
83350efffffffff,5,55,NA
833528fffffffff,5,55,NA
8318f1fffffffff,5,65,NA
8318f5fffffffff,5,60,NA
832aa1fffffffff,5,30,NA
837106fffffffff,5,105,EP
833366fffffffff,5,85,WP
834298fffffffff,5,95,NI
834294fffffffff,5,115,NI
8342b2fffffffff,5,125,NI
835b43fffffffff,5,25,WP
836406fffffffff,5,28,NI
836400fffffffff,5,30,NI
835ba6fffffffff,5,90,EP
835a32fffffffff,5,55,WP
836423fffffffff,5,30,NI
836428fffffffff,5,25,NI
83611dfffffffff,5,60,NI
83601efffffffff,5,38,NI
837b35fffffffff,5,40,SI
837b75fffffffff,5,68,SI
83ae6afffffffff,5,99,SI
83ba2efffffffff,5,30,SP
836850fffffffff,5,20,WP
83b550fffffffff,5,50,SP
83678afffffffff,5,63,NA
836798fffffffff,5,100,NA
837164fffffffff,5,90,EP
834695fffffffff,5,130,EP
834cdcfffffffff,5,45,NA
835ed9fffffffff,5,145,NA
831a46fffffffff,5,70,NA
8349abfffffffff,5,90,EP
836001fffffffff,5,35,NI
83429efffffffff,5,65,NI
83651efffffffff,5,48,WP
83642bfffffffff,5,25,NI
83bea2fffffffff,5,54,SP
83bacdfffffffff,5,113,SP
8397a2fffffffff,5,55,SI
8397a3fffffffff,5,35,SI
83bb13fffffffff,5,0,SP
83aaeefffffffff,5,68,SI
83aaeafffffffff,5,60,SI
834286fffffffff,5,88,NI
8340b6fffffffff,5,20,WP
835a98fffffffff,5,105,WP
833332fffffffff,5,80,WP
8330a2fffffffff,5,53,WP
8344cefffffffff,5,25,NA
832aaefffffffff,5,53,NA
835a54fffffffff,5,125,WP
834f90fffffffff,5,95,WP
834521fffffffff,5,109,NA
835a51fffffffff,5,30,WP
833aeafffffffff,5,115,NA
833ac5fffffffff,5,103,NA
836734fffffffff,5,100,NA
83b8e8fffffffff,5,30,SI
83b59afffffffff,5,73,SP
83bcb4fffffffff,5,90,SI
83bdb2fffffffff,5,55,SI
83aab2fffffffff,5,45,SI
83aa9cfffffffff,5,55,SI
83aa49fffffffff,5,73,SI
832b2efffffffff,5,81,NA
83266efffffffff,5,30,NA
831a28fffffffff,5,68,NA
8318f6fffffffff,5,55,NA
8334b1fffffffff,5,85,NA
833412fffffffff,5,90,NA
833500fffffffff,5,60,NA
833524fffffffff,5,60,NA
835aa6fffffffff,5,140,WP
839d76fffffffff,5,30,SP
83bb19fffffffff,5,48,SP
83698dfffffffff,5,43,WP
838795fffffffff,5,23,SI
831663fffffffff,5,0,WP
832b23fffffffff,5,75,NA
8340a4fffffffff,5,30,WP
836d0dfffffffff,5,40,EP
838610fffffffff,5,28,SI
832a88fffffffff,5,40,NA
832baafffffffff,5,40,NA
831ab1fffffffff,5,70,NA
83564dfffffffff,5,35,NA
831832fffffffff,5,60,NA
836373fffffffff,5,115,NI
83631bfffffffff,5,98,NI
8363a9fffffffff,5,108,NI
831823fffffffff,5,63,NA
836981fffffffff,5,35,WP
836986fffffffff,5,35,WP
836410fffffffff,5,45,NI
8364adfffffffff,5,45,NI
8365a6fffffffff,5,55,WP
836532fffffffff,5,29,WP
83bb40fffffffff,5,45,SP
83bab0fffffffff,5,73,SP
83bca2fffffffff,5,55,SI
83bba5fffffffff,5,0,SP
83bab2fffffffff,5,40,SP
835a40fffffffff,5,133,WP
837146fffffffff,5,30,EP
837109fffffffff,5,40,EP
833db1fffffffff,5,25,NI
835a36fffffffff,5,40,WP
83339afffffffff,5,60,WP
834cf5fffffffff,5,145,NA
836371fffffffff,5,80,NI
83aa19fffffffff,5,65,SI
83ccf3fffffffff,5,35,SI
83635efffffffff,5,30,NI
836356fffffffff,5,60,NI
836308fffffffff,5,75,NI
831aa0fffffffff,5,60,NA
831a15fffffffff,5,68,NA
832eb1fffffffff,5,30,WP
833a43fffffffff,5,70,NA
833573fffffffff,5,88,NA
83b5aefffffffff,5,35,SP
839f49fffffffff,5,83,SP
83bf9afffffffff,5,55,SP
83b41cfffffffff,5,45,SP
83b415fffffffff,5,45,SP
834023fffffffff,5,0,WP
833174fffffffff,5,30,WP
8316b5fffffffff,5,0,WP
834596fffffffff,5,105,NA
831b8cfffffffff,5,63,NA
836d42fffffffff,5,50,EP
836210fffffffff,5,40,NI
83cb0efffffffff,5,45,SI
8394c9fffffffff,5,30,SI
83d4defffffffff,5,60,SP
838c31fffffffff,5,45,SI
8342c4fffffffff,5,55,NI
833010fffffffff,5,0,WP
834f95fffffffff,5,115,WP
83b541fffffffff,5,55,SP
83630efffffffff,5,85,NI
83631dfffffffff,5,73,NI
835aa1fffffffff,5,133,WP
832a84fffffffff,5,40,NA
834594fffffffff,5,120,NA
83ca31fffffffff,5,45,SI
83ca6dfffffffff,5,40,SI
831994fffffffff,5,65,NA
833480fffffffff,5,90,NA
832a9bfffffffff,5,25,NA
832a98fffffffff,5,25,NA
833ae6fffffffff,5,93,NA
83428dfffffffff,5,95,NI
8362a4fffffffff,5,40,NI
832668fffffffff,5,40,NA
831609fffffffff,5,0,WP
831673fffffffff,5,0,WP
831a10fffffffff,5,60,NA
833533fffffffff,5,55,NA
833514fffffffff,5,55,NA
837102fffffffff,5,45,EP
83265efffffffff,5,38,NA
8360d2fffffffff,5,120,NI
83350dfffffffff,5,60,NA
8346c0fffffffff,5,120,EP
833935fffffffff,5,48,NA
83aa01fffffffff,5,75,SI
836234fffffffff,5,105,NI
831b93fffffffff,5,70,NA
839d53fffffffff,4,95,SP
839d05fffffffff,4,125,SP
83bea0fffffffff,4,50,SP
83bf88fffffffff,4,55,SP
83bfa9fffffffff,4,60,SP
83cb52fffffffff,4,45,SI
83ca56fffffffff,4,30,SI
83ae28fffffffff,4,70,SI
83af91fffffffff,4,50,SI
83a6e1fffffffff,4,75,SI
83a782fffffffff,4,58,SI
83a7b0fffffffff,4,35,SI
83cb4cfffffffff,4,55,SI
83afacfffffffff,4,45,SI
839d20fffffffff,4,75,SP
83bf81fffffffff,4,55,SP
83bfa5fffffffff,4,50,SP
83bfa4fffffffff,4,50,SP
83bb45fffffffff,4,65,SP
83bb46fffffffff,4,45,SP
83bb54fffffffff,4,45,SP
83bb18fffffffff,4,40,SP
83bba8fffffffff,4,30,SP
83bbaafffffffff,4,40,SP
83a282fffffffff,4,60,SI
83ba6bfffffffff,4,55,SP
83ba62fffffffff,4,50,SP
83bb52fffffffff,4,43,SP
83bb1cfffffffff,4,50,SP
83bb14fffffffff,4,50,SP
83ae73fffffffff,4,88,SI
83b51afffffffff,4,30,SP
837f21fffffffff,4,55,SP
839a21fffffffff,4,100,SP
83ba8bfffffffff,4,93,SP
8371b6fffffffff,4,38,WP
835b12fffffffff,4,45,WP
8346b5fffffffff,4,40,EP
8346a6fffffffff,4,40,EP
83479afffffffff,4,85,EP
835a86fffffffff,4,50,WP
83225efffffffff,4,53,EP
836ea9fffffffff,4,40,EP
834881fffffffff,4,38,NA
8348abfffffffff,4,33,NA
835772fffffffff,4,55,NA
83570dfffffffff,4,55,NA
83570cfffffffff,4,50,NA
835734fffffffff,4,60,NA
833484fffffffff,4,65,NA
833422fffffffff,4,67,NA
831aaafffffffff,4,70,NA
83141afffffffff,4,0,WP
8317b2fffffffff,4,0,WP
8317b5fffffffff,4,0,WP
83144afffffffff,4,0,WP
83570afffffffff,4,110,NA
83571dfffffffff,4,103,NA
834883fffffffff,4,38,NA
831b48fffffffff,4,50,NA
8364b3fffffffff,4,30,WP
835d2cfffffffff,4,50,EP
835d21fffffffff,4,55,EP
835d35fffffffff,4,65,EP
835d34fffffffff,4,70,EP
836d35fffffffff,4,58,NA
836d30fffffffff,4,45,NA
83225cfffffffff,4,30,EP
833474fffffffff,4,53,NA
833428fffffffff,4,70,NA
833556fffffffff,4,58,NA
83341efffffffff,4,75,NA
8334adfffffffff,4,60,NA
8334f2fffffffff,4,90,NA
83348cfffffffff,4,90,NA
833481fffffffff,4,90,NA
833483fffffffff,4,90,NA
83602cfffffffff,4,25,NI
837e88fffffffff,4,25,WP
837e89fffffffff,4,25,WP
837ecefffffffff,4,23,WP
8333a3fffffffff,4,20,WP
83a336fffffffff,4,45,SI
839796fffffffff,4,123,SI
83a009fffffffff,4,76,SP
83a00cfffffffff,4,72,SP
83af4efffffffff,4,125,SI
8395aefffffffff,4,45,SI
83a28cfffffffff,4,58,SI
83ccc9fffffffff,4,45,SI
83a605fffffffff,4,83,SI
83a62cfffffffff,4,58,SI
839a48fffffffff,4,35,SP
83bed6fffffffff,4,35,SP
83bed2fffffffff,4,30,SP
8394defffffffff,4,30,SI
83b8ddfffffffff,4,33,SI
83b401fffffffff,4,65,SP
83b405fffffffff,4,50,SP
83b425fffffffff,4,40,SP
83b544fffffffff,4,30,SP
83b561fffffffff,4,35,SP
83ba85fffffffff,4,42,SP
83baa3fffffffff,4,48,SP
83baaefffffffff,4,40,SP
83a7b5fffffffff,4,25,SI
83b8e9fffffffff,4,20,SI
83b8e1fffffffff,4,25,SI
839d34fffffffff,4,63,SP
839f65fffffffff,4,75,SP
83bfb2fffffffff,4,40,SP
83bb49fffffffff,4,30,SP
83bb48fffffffff,4,40,SP
83bb4efffffffff,4,50,SP
83b4c6fffffffff,4,63,SP
83a175fffffffff,4,75,SP
837ec2fffffffff,4,15,WP
835acefffffffff,4,125,WP
83896efffffffff,4,50,SP
83892dfffffffff,4,40,SP
83b4d3fffffffff,4,50,SP
83b4d0fffffffff,4,75,SP
83b48cfffffffff,4,50,SP
83b484fffffffff,4,50,SP
83b4b4fffffffff,4,40,SP
83afa9fffffffff,4,83,SI
83afabfffffffff,4,65,SI
83a776fffffffff,4,35,SI
8367a9fffffffff,4,68,NA
8367aafffffffff,4,90,NA
83678efffffffff,4,90,NA
833033fffffffff,4,30,WP
832ed6fffffffff,4,0,WP
832ed3fffffffff,4,0,WP
83175bfffffffff,4,0,WP
8314e8fffffffff,4,0,WP
835e2dfffffffff,4,50,NA
83179bfffffffff,4,0,WP
8316a6fffffffff,4,0,WP
8348b1fffffffff,4,48,NA
8335adfffffffff,4,55,NA
836626fffffffff,4,68,NA
836636fffffffff,4,55,NA
833320fffffffff,4,23,WP
83332cfffffffff,4,48,WP
834815fffffffff,4,54,EP
833532fffffffff,4,55,NA
833535fffffffff,4,50,NA
833520fffffffff,4,55,NA
83178dfffffffff,4,0,WP
8317a8fffffffff,4,0,WP
835689fffffffff,4,53,NA
835698fffffffff,4,35,NA
834c21fffffffff,4,100,NA
836115fffffffff,4,55,NI
836030fffffffff,4,55,NI
836031fffffffff,4,50,NI
836002fffffffff,4,45,NI
833599fffffffff,4,90,NA
83bf9efffffffff,4,40,SP
83bf16fffffffff,4,40,SP
83bf14fffffffff,4,40,SP
83bf30fffffffff,4,30,SP
83bae4fffffffff,4,33,SP
83ba33fffffffff,4,40,SP
83bbb0fffffffff,4,40,SP
83bbb6fffffffff,4,60,SP
83cb33fffffffff,4,50,SI
83cb1bfffffffff,4,47,SI
83a636fffffffff,4,60,SI
83cb34fffffffff,4,55,SI
83cb31fffffffff,4,30,SI
83cb06fffffffff,4,55,SI
839ae6fffffffff,4,65,SP
83b570fffffffff,4,45,SP
839ed9fffffffff,4,40,SP
839f60fffffffff,4,55,SP
83ba70fffffffff,4,40,SP
83bbacfffffffff,4,50,SP
83bba1fffffffff,4,45,SP
83d45bfffffffff,4,40,SP
83d458fffffffff,4,45,SP
83d451fffffffff,4,48,SP
83d450fffffffff,4,35,SP
838602fffffffff,4,40,SI
83648dfffffffff,4,93,NI
836483fffffffff,4,40,NI
833ce3fffffffff,4,25,NI
838594fffffffff,4,55,SI
837b33fffffffff,4,40,SI
835d12fffffffff,4,45,EP
834199fffffffff,4,20,WP
83315dfffffffff,4,40,WP
833ce2fffffffff,4,40,NI
835120fffffffff,4,65,EP
835121fffffffff,4,55,EP
835db0fffffffff,4,70,EP
83316afffffffff,4,35,WP
83145dfffffffff,4,0,WP
8336c1fffffffff,4,30,EP
832e90fffffffff,4,0,WP
835af0fffffffff,4,50,WP
835af3fffffffff,4,45,WP
833216fffffffff,4,45,WP
8332a4fffffffff,4,60,WP
831aaefffffffff,4,75,NA
832932fffffffff,4,30,EP
83322efffffffff,4,28,WP
833388fffffffff,4,35,WP
83339dfffffffff,4,60,WP
836c2cfffffffff,4,35,EP
8360b1fffffffff,4,25,NI
836e90fffffffff,4,50,EP
836e82fffffffff,4,43,EP
839eb6fffffffff,4,65,SP
836341fffffffff,4,40,NI
83636efffffffff,4,55,NI
8342ddfffffffff,4,70,NI
8342cefffffffff,4,63,NI
839a4dfffffffff,4,90,SP
8346e9fffffffff,4,78,EP
83465efffffffff,4,80,EP
83466bfffffffff,4,75,EP
83368afffffffff,4,70,EP
833688fffffffff,4,45,EP
835b02fffffffff,4,20,WP
83604efffffffff,4,30,NI
83605cfffffffff,4,30,NI
838599fffffffff,4,45,SI
838951fffffffff,4,40,SP
838950fffffffff,4,35,SP
838954fffffffff,4,35,SP
83890cfffffffff,4,65,SP
83b4f6fffffffff,4,68,SP
83b4adfffffffff,4,45,SP
83c661fffffffff,4,50,SP
83aaf6fffffffff,4,52,SI
83b8c6fffffffff,4,50,SI
83a325fffffffff,4,55,SI
83a326fffffffff,4,98,SI
83a322fffffffff,4,90,SI
83a02afffffffff,4,70,SP
83a06afffffffff,4,90,SP
83a045fffffffff,4,85,SP
839a84fffffffff,4,115,SP
839aa2fffffffff,4,45,SP
839ab6fffffffff,4,29,SP
83896bfffffffff,4,65,SP
83896afffffffff,4,46,SP
838946fffffffff,4,105,SP
838972fffffffff,4,55,SP
83b483fffffffff,4,110,SP
8394f2fffffffff,4,55,SI
838914fffffffff,4,100,SP
838933fffffffff,4,90,SP
838936fffffffff,4,95,SP
83a10dfffffffff,4,55,SP
839a40fffffffff,4,55,SP
83b56efffffffff,4,48,SP
83b566fffffffff,4,45,SP
83d4dafffffffff,4,55,SP
83c75bfffffffff,4,45,SP
83c672fffffffff,4,40,SP
8342c1fffffffff,4,45,NI
834655fffffffff,4,60,EP
834609fffffffff,4,58,EP
835058fffffffff,4,45,EP
83609efffffffff,4,35,NI
83609bfffffffff,4,20,NI
8342a9fffffffff,4,54,NI
8326cafffffffff,4,28,NA
83339efffffffff,4,60,EP
8348a2fffffffff,4,35,NA
835a2afffffffff,4,85,WP
835a76fffffffff,4,40,WP
834868fffffffff,4,35,EP
836856fffffffff,4,20,WP
83659bfffffffff,4,25,WP
8364b5fffffffff,4,15,WP
835d28fffffffff,4,60,EP
8364a4fffffffff,4,23,WP
8364acfffffffff,4,25,NI
83af08fffffffff,4,60,SI
83ae05fffffffff,4,40,SI
83ae1dfffffffff,4,30,SI
836d9afffffffff,4,35,EP
8377a1fffffffff,4,20,WP
837259fffffffff,4,50,WP
839558fffffffff,4,45,SI
839726fffffffff,4,75,SI
838da1fffffffff,4,25,SI
83af59fffffffff,4,105,SI
83ae22fffffffff,4,60,SI
83af8bfffffffff,4,55,SI
83aa8efffffffff,4,50,SI
83ccd9fffffffff,4,45,SI
83bc80fffffffff,4,60,SI
83bc88fffffffff,4,55,SI
83bca8fffffffff,4,55,SI
83bc9cfffffffff,4,90,SI
83a74cfffffffff,4,35,SI
83a76bfffffffff,4,33,SI
83a769fffffffff,4,35,SI
83aa94fffffffff,4,40,SI
839ca5fffffffff,4,100,SP
83aae9fffffffff,4,39,SI
83afb4fffffffff,4,58,SI
83afb0fffffffff,4,55,SI
836ef4fffffffff,4,48,EP
836e50fffffffff,4,40,EP
836233fffffffff,4,53,NI
8363aafffffffff,4,30,NI
8363aefffffffff,4,95,NI
8363b5fffffffff,4,103,NI
833db4fffffffff,4,25,NI
8342e1fffffffff,4,90,NI
8340b2fffffffff,4,20,WP
83509dfffffffff,4,30,EP
